1.0,13501.79980,8999.44043,1697.93994,0.000460,-0.999998,0.001797,0.000914
2.0,13503.60352,8999.94238,1698.16724,0.001196,-0.999994,0.002571,0.001736
3.0,13501.82227,8999.63281,1697.96497,0.000492,-0.999997,0.002103,0.000851
1.0,13116.70020,9161.99023,1748.35999,-0.000089,0.997475,0.070887,-0.004359
2.0,13119.16895,9162.66406,1748.95679,0.000696,-0.997529,-0.070075,0.005021
3.0,13116.64941,9162.13867,1748.30237,-0.000123,0.997494,0.070621,-0.004400
1.0,12719.70020,9378.08984,1923.73999,0.001057,0.965684,0.259678,-0.004569
2.0,12722.31055,9378.96875,1924.37000,0.000565,0.965909,0.258833,-0.004981
3.0,12719.69434,9378.04688,1923.70471,0.001074,0.965749,0.259435,-0.004597
1.0,12385.79980,9343.41992,2099.29004,0.015657,0.910160,0.412255,-0.037531
2.0,12388.19824,9344.45996,2099.82275,0.015305,0.910618,0.411214,-0.038000
3.0,12385.75000,9343.32617,2099.28174,0.015794,0.910034,0.412502,-0.037827
1.0,12212.79980,9878.04004,2213.93994,0.073257,-0.729304,-0.674622,-0.087370
2.0,12215.27148,9879.16504,2214.42627,0.073777,-0.729756,-0.674116,-0.087066
3.0,12212.83691,9877.92480,2213.84351,0.073027,-0.729183,-0.674802,-0.087192
1.0,11830.09961,9711.79980,1945.18005,0.006102,-0.530540,-0.847623,-0.005128
2.0,11832.48535,9713.13477,1945.25708,0.006168,-0.531538,-0.847000,-0.004636
3.0,11830.16113,9711.72559,1945.15088,0.005881,-0.530138,-0.847877,-0.004919
1.0,11757.90039,9306.11035,1944.97998,0.060500,0.278454,0.958337,-0.019844
2.0,11760.25098,9307.27148,1945.12378,0.060893,0.279423,0.958023,-0.020174
3.0,11757.96973,9306.10547,1945.01733,0.060637,0.278112,0.958426,-0.019904
1.0,12104.00000,9066.00977,2015.21997,0.177071,0.274306,0.943329,-0.059428
2.0,12106.00879,9067.10645,2015.48840,0.177850,0.275650,0.942767,-0.059812
3.0,12104.17969,9065.87305,2015.27100,0.176925,0.273816,0.943496,-0.059481
1.0,12368.50000,9408.87988,2110.61011,0.011591,0.880987,0.472449,-0.022811
2.0,12370.68848,9409.95313,2111.09692,0.010827,0.881512,0.471424,-0.024043
3.0,12368.51855,9408.83398,2110.59766,0.011700,0.880861,0.472677,-0.022881
1.0,12714.50000,8914.33984,2348.86011,0.013267,0.990684,-0.098142,0.093471
2.0,12716.94141,8915.08594,2349.41455,0.012233,0.990633,-0.099041,0.093211
3.0,12714.45801,8914.40137,2348.82861,0.013308,0.990645,-0.098247,0.093768
1.0,12744.09961,8555.75000,2439.02002,0.060764,0.934688,-0.307790,0.167128
2.0,12746.19531,8556.31836,2439.43237,0.060440,0.934541,-0.308373,0.166989
3.0,12744.15723,8555.74805,2438.97437,0.060664,0.934571,-0.308166,0.167124
1.0,12749.09961,8349.03027,2180.61011,0.074138,0.962136,-0.239069,0.107911
2.0,12751.27246,8349.71387,2181.01440,0.073255,0.961937,-0.240287,0.107580
3.0,12749.11914,8349.05469,2180.57129,0.074091,0.962141,-0.239084,0.107857
1.0,12598.79980,8233.29004,2200.61011,0.089255,0.932596,-0.333338,0.105754
2.0,12600.91211,8234.10938,2200.86230,0.087965,0.932476,-0.334073,0.105576
3.0,12598.93066,8233.23340,2200.62622,0.089357,0.932414,-0.333732,0.106032
1.0,12338.29980,8363.71973,2116.80005,0.022602,0.665028,-0.744285,0.057159
2.0,12340.48535,8364.63672,2116.89453,0.021483,0.664604,-0.744716,0.056907
3.0,12338.34766,8363.68359,2116.87354,0.022581,0.664771,-0.744514,0.057170
1.0,12205.29980,8143.74023,2273.89990,0.231328,0.530181,-0.717364,0.388310
2.0,12338.34766,8363.68359,2116.87354,0.022581,0.664771,-0.744514,0.057170
3.0,12338.34766,8363.68359,2116.87354,0.022581,0.664771,-0.744514,0.057170
1.0,11922.70020,8536.25977,2063.48999,0.086447,0.751372,-0.654076,0.012318
2.0,11924.87500,8537.28418,2063.42017,0.085075,0.750749,-0.654971,0.012303
3.0,11922.70801,8536.27344,2063.51563,0.086506,0.751399,-0.654036,0.012326
1.0,11695.00000,8660.37012,1998.63000,-0.091211,-0.631674,0.763817,0.096189
2.0,11697.16895,8661.37891,1998.54395,-0.089898,-0.631157,0.764390,0.096267
3.0,11695.02930,8660.32715,1998.63611,-0.091315,-0.631419,0.764032,0.096058
1.0,11763.50000,8754.94043,2232.46997,-0.108020,-0.618821,0.772240,0.095069
2.0,11765.61230,8756.01758,2232.47998,-0.106576,-0.618398,0.772735,0.095426
3.0,11763.43457,8754.89746,2232.52734,-0.108206,-0.618438,0.772528,0.095011
1.0,11538.20020,8518.12012,2447.95996,0.267880,0.587305,-0.760325,-0.072246
2.0,11540.15234,8519.27344,2447.69751,0.266876,0.587189,-0.760787,-0.072032
3.0,11538.26953,8517.94629,2448.05273,0.268189,0.587146,-0.760373,-0.071885
1.0,12384.09961,8763.15039,2269.76001,0.133887,0.987201,-0.086649,-0.000794
2.0,12386.65137,8763.90137,2270.20801,0.132933,0.987276,-0.087257,-0.000712
3.0,12384.21875,8763.13770,2269.81128,0.133899,0.987161,-0.087090,-0.000615
